Output_sne,lat,lng,Country_Code,Type,Population,Desamb_Phase,input_sne,source
Akershus,60.0,11.16667,NO,A,523272,fuzzySWHighMatch1,akershus,Norway_takes_action_to_prevent_a_possible_bird_flu_epidemic
Oslo,59.91273,10.74609,NO,P,580000,fuzzySWHighMatch2,oslo,Norway_takes_action_to_prevent_a_possible_bird_flu_epidemic
Hedmark,60.7953,11.0827,NO,A,188376,fuzzySWHighMatch1,hedmark,Norway_takes_action_to_prevent_a_possible_bird_flu_epidemic
Vest-Agder,58.1513,7.9947,NO,A,161276,fuzzySWHighMatch1,vest-agder,Norway_takes_action_to_prevent_a_possible_bird_flu_epidemic
Russia,60.0,100.0,RU,A,144478050,fuzzySWHighMatch1,russia,Norway_takes_action_to_prevent_a_possible_bird_flu_epidemic
Zimbabwe,-19.0,29.75,ZW,A,14439018,fuzzySWHighMatch1,zimbabwe,Number_of_Zimbabwe_cholera_deaths_nears_500
Harare,-17.85417,31.05833,ZW,A,1606000,fuzzySWHighMatch1,harare,Number_of_Zimbabwe_cholera_deaths_nears_500
Botswana,-22.0,24.0,BW,A,2254126,fuzzySWHighMatch1,botswana,Number_of_Zimbabwe_cholera_deaths_nears_500
Mozambique,-18.25,35.0,MZ,A,29495962,fuzzySWHighMatch1,mozambique,Number_of_Zimbabwe_cholera_deaths_nears_500
South Africa,-29.0,24.0,ZA,A,57779622,fuzzySWHighMatch1,south africa,Number_of_Zimbabwe_cholera_deaths_nears_500
Zimbabwe,-19.0,29.75,ZW,A,14439018,fuzzySWHighMatch1,zimbabwe,"Number_of_cholera_cases_in_Zimbabwe_reaches_80,000"
Zambia,-14.33333,28.5,ZM,A,17351822,fuzzySWHighMatch1,zambia,"Number_of_cholera_cases_in_Zimbabwe_reaches_80,000"
Malawi,-13.5,34.0,MW,A,17563749,fuzzySWHighMatch1,malawi,"Number_of_cholera_cases_in_Zimbabwe_reaches_80,000"
Mozambique,-18.25,35.0,MZ,A,29495962,fuzzySWHighMatch1,mozambique,"Number_of_cholera_cases_in_Zimbabwe_reaches_80,000"
South Africa,-29.0,24.0,ZA,A,57779622,fuzzySWHighMatch1,south africa,"Number_of_cholera_cases_in_Zimbabwe_reaches_80,000"
China,35.0,105.0,CN,A,1411778724,fuzzySWHighMatch1,china,"OIE:_China,_Indonesia_and_Africa_%22under-reporting%22_human_and_animal_Bird_Flu_cases"
Indonesia,-5.0,120.0,ID,A,267663435,fuzzySWHighMatch1,indonesia,"OIE:_China,_Indonesia_and_Africa_%22under-reporting%22_human_and_animal_Bird_Flu_cases"
Rome,41.96667,12.66667,IT,A,4342212,fuzzySWHighMatch2,rome,"OIE:_China,_Indonesia_and_Africa_%22under-reporting%22_human_and_animal_Bird_Flu_cases"
Italy,42.83333,12.83333,IT,A,60431283,fuzzySWHighMatch1,italy,"OIE:_China,_Indonesia_and_Africa_%22under-reporting%22_human_and_animal_Bird_Flu_cases"
United States,39.76,-98.5,US,A,327167434,fuzzySWHighMatch1,united states,Obama%27s_100-day_speech_warns_of_U.S.%27s_problems
Iraq,33.0,44.0,IQ,A,38433600,fuzzySWHighMatch2,iraq,Obama%27s_100-day_speech_warns_of_U.S.%27s_problems
Afghanistan,33.0,66.0,AF,A,37172386,fuzzySWHighMatch1,afghanistan,Obama%27s_100-day_speech_warns_of_U.S.%27s_problems
North Korea,40.0,127.0,KP,A,25549819,fuzzySWHighMatch1,north korea,Obama%27s_100-day_speech_warns_of_U.S.%27s_problems
Iran,32.0,53.0,IR,A,81800269,fuzzySWHighMatch2,iran,Obama%27s_100-day_speech_warns_of_U.S.%27s_problems
Mexico,23.0,-102.0,MX,A,126190788,fuzzySWHighMatch1,mexico,Obama%27s_100-day_speech_warns_of_U.S.%27s_problems
Port-au-Prince,18.54349,-72.33881,HT,P,1234742,fuzzySWHighMatch1,port-au-prince,"Over_250_dead_in_Haiti_cholera_outbreak,_thousands_infected"
Saint-Marc,19.10819,-72.69379,HT,P,66226,fuzzySWHighMatch1,saint-marc,"Over_250_dead_in_Haiti_cholera_outbreak,_thousands_infected"
United States,39.76,-98.5,US,A,327167434,resolvedByAliace,Us,"Over_250_dead_in_Haiti_cholera_outbreak,_thousands_infected"
Kenya,1.0,38.0,KE,A,51393010,fuzzySWHighMatch1,kenya,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert"
Nyanza Province,-0.5,34.5,KE,A,4392196,fuzzySWHighMatch1,nyanza province,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert"
Nyanza,-2.36516,29.74942,RW,A,0,fuzzySWHighMatch1,nyanza,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert"
North Eastern Province,1.0,40.25,KE,A,962143,fuzzySWHighMatch1,north eastern province,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert"
Rift Valley Province,0.5,36.0,KE,A,6987036,fuzzySWHighMatch1,rift valley province,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert"
Suba,-1.46611,33.94684,TZ,A,0,fuzzySWHighMatch2,suba,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert"
Migori,-0.982,34.409,KE,A,1028579,fuzzySWHighMatch1,migori,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert"
Homa Bay,-0.666,34.481,KE,A,963794,fuzzySWHighMatch2,homa bay,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert"
Rongo,22.4045,85.27392,IN,P,0,fuzzySWHighMatch1,rongo,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert"
Siaya,0.105,34.302,KE,A,842304,fuzzySWHighMatch1,siaya,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert"
Kisumu,-0.069,34.64,KE,A,968909,fuzzySWHighMatch1,kisumu,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert"
Bondo,3.81461,23.68665,CD,P,17860,fuzzySWHighMatch1,bondo,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert"
Nyando,-2.9403,29.9923,BI,P,0,fuzzySWHighMatch1,nyando,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert"
Kisii,-0.75,34.83333,KE,A,1152282,fuzzySWHighMatch1,kisii,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert"
Wajir,1.75,40.01667,KE,A,661941,fuzzySWHighMatch1,wajir,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert"
Mandera,3.36667,40.7,KE,A,1025756,fuzzySWHighMatch1,mandera,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert"
Nakuru,-0.48402,36.17126,KE,A,1603325,fuzzySWHighMatch1,nakuru,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert"
Nairobi,-1.28333,36.83333,KE,A,3138369,fuzzySWHighMatch1,nairobi,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert"
Georgia,32.75042,-83.50018,US,A,8975842,fuzzySWHighMatch1,georgia,PM_of_Georgia_dies_of_gas_poisoning
Athens,37.98888,23.73604,GR,A,664046,fuzzySWHighMatch1,athens,"Pamela_Anderson_visits_Greece,_promoting_the_MAC_AIDS_Fund"
Greece,39.0,22.0,GR,A,10727668,fuzzySWHighMatch1,greece,"Pamela_Anderson_visits_Greece,_promoting_the_MAC_AIDS_Fund"
Hollywood,34.09834,-118.32674,US,P,167664,fuzzySWHighMatch1,hollywood,"Pamela_Anderson_visits_Greece,_promoting_the_MAC_AIDS_Fund"
Toronto,43.70011,-79.4163,CA,P,2600000,fuzzySWHighMatch1,toronto,"Pamela_Anderson_visits_Greece,_promoting_the_MAC_AIDS_Fund"
Canada,60.10867,-113.64258,CA,A,37058856,fuzzySWHighMatch1,canada,"Pamela_Anderson_visits_Greece,_promoting_the_MAC_AIDS_Fund"
Papua New Guinea,-6.0,147.0,PG,A,8606316,fuzzySWHighMatch1,papua new guinea,Papua_New_Guinea_at_risk_of_AIDS_epidemic
Malaysia,2.5,112.5,MY,A,31528585,fuzzySWHighMatch1,malaysia,Papua_New_Guinea_at_risk_of_AIDS_epidemic
Vietnam,16.16667,107.83333,VN,A,95540395,fuzzySWHighMatch1,vietnam,Papua_New_Guinea_at_risk_of_AIDS_epidemic
Myanmar,21.0,96.0,MM,A,53708395,fuzzySWHighMatch1,myanmar,Papua_New_Guinea_at_risk_of_AIDS_epidemic
Washington,47.50012,-120.50147,US,A,6271775,fuzzySWHighMatch1,washington,Patient_under_evaluation_with_Ebola-like_symptoms_in_Washington_D.C.
Rockville,39.084,-77.15276,US,P,66980,fuzzySWHighMatch1,rockville,Patient_under_evaluation_with_Ebola-like_symptoms_in_Washington_D.C.
Maryland,39.00039,-76.74997,US,A,5624246,fuzzySWHighMatch1,maryland,Patient_under_evaluation_with_Ebola-like_symptoms_in_Washington_D.C.
Nigeria,10.0,8.0,NG,A,195874740,fuzzySWHighMatch1,nigeria,Patient_under_evaluation_with_Ebola-like_symptoms_in_Washington_D.C.
Denver,39.73915,-104.9847,US,P,715522,fuzzySWHighMatch1,denver,Peruvians_sue_Newmont_Mining_Company_over_mercury_poisoning
Cajamarca,-6.25,-78.83333,PE,A,1359023,fuzzySWHighMatch1,cajamarca,Peruvians_sue_Newmont_Mining_Company_over_mercury_poisoning
Peru,-10.0,-75.25,PE,A,31989256,fuzzySWHighMatch2,peru,Peruvians_sue_Newmont_Mining_Company_over_mercury_poisoning
San Juan,-31.0,-69.0,AR,A,620023,fuzzySWHighMatch2,san juan,Peruvians_sue_Newmont_Mining_Company_over_mercury_poisoning
Choropampa,-6.42308,-78.34672,PE,P,320,fuzzySWHighMatch1,choropampa,Peruvians_sue_Newmont_Mining_Company_over_mercury_poisoning
Magdalena,13.92452,-88.36675,HN,A,4079,fuzzySWHighMatch1,magdalena,Peruvians_sue_Newmont_Mining_Company_over_mercury_poisoning
Yanacocha,-10.47135,-76.50188,PE,P,553,fuzzySWHighMatch1,yanacocha,Peruvians_sue_Newmont_Mining_Company_over_mercury_poisoning
Indonesia,-5.0,120.0,ID,A,267663435,fuzzySWHighMatch1,indonesia,Peruvians_sue_Newmont_Mining_Company_over_mercury_poisoning
United States,39.76,-98.5,US,A,327167434,fuzzySWHighMatch1,united states,Peruvians_sue_Newmont_Mining_Company_over_mercury_poisoning
Jakarta,-6.2182,106.8584,ID,A,9953016,fuzzySWHighMatch1,jakarta,Peruvians_sue_Newmont_Mining_Company_over_mercury_poisoning
Pandi,14.87462,120.96683,PH,A,89075,fuzzySWHighMatch1,pandi,Philippines_is_culling_6500_hogs_after_Reston_ebolavirus_outbreak1
Central Luzon,15.30714,120.79762,PH,A,10137737,fuzzySWHighMatch1,central luzon,Philippines_is_culling_6500_hogs_after_Reston_ebolavirus_outbreak1
Bulacan,14.79278,120.87889,PH,P,71274,fuzzySWHighMatch1,bulacan,Philippines_is_culling_6500_hogs_after_Reston_ebolavirus_outbreak1
Bulacan,14.79278,120.87889,PH,P,71274,fuzzySWHighMatch1,bulacan,Philippines_is_culling_6500_hogs_after_Reston_ebolavirus_outbreak2
Manaoag,16.03333,120.48333,PH,A,69497,fuzzySWHighMatch1,manaoag,Philippines_is_culling_6500_hogs_after_Reston_ebolavirus_outbreak2
Palauig,15.45,120.05,PH,A,34947,fuzzySWHighMatch1,palauig,Philippines_is_culling_6500_hogs_after_Reston_ebolavirus_outbreak2
Sudan,16.0,30.0,SD,A,41801533,fuzzySWHighMatch1,sudan,Philippines_is_culling_6500_hogs_after_Reston_ebolavirus_outbreak2
Ivory Coast,8.0,-5.5,CI,A,25069229,resolvedByAliace,Côte d'Ivoire,Philippines_is_culling_6500_hogs_after_Reston_ebolavirus_outbreak2
Quezon City,14.63333,121.03333,PH,A,2936116,fuzzySWHighMatch1,quezon city,Philippines_is_culling_6500_hogs_after_Reston_ebolavirus_outbreak3
Bulacan,14.79278,120.87889,PH,P,71274,fuzzySWHighMatch1,bulacan,Philippines_is_culling_6500_hogs_after_Reston_ebolavirus_outbreak3
Pandi,14.87462,120.96683,PH,A,89075,fuzzySWHighMatch1,pandi,Philippines_is_culling_6500_hogs_after_Reston_ebolavirus_outbreak3
Talavera,15.61667,120.93333,PH,A,124829,fuzzySWHighMatch1,talavera,Philippines_is_culling_6500_hogs_after_Reston_ebolavirus_outbreak3
Eastern Visayas,11.51649,124.96204,PH,A,3912936,fuzzySWHighMatch1,eastern visayas,Philippines_is_culling_6500_hogs_after_Reston_ebolavirus_outbreak3
Tacloban,9.21861,123.5525,PH,P,0,fuzzySWHighMatch1,tacloban,Philippines_is_culling_6500_hogs_after_Reston_ebolavirus_outbreak3
Babatngon,11.38333,124.9,PH,A,27797,fuzzySWHighMatch1,babatngon,Philippines_is_culling_6500_hogs_after_Reston_ebolavirus_outbreak3
Ituri,1.56667,30.25,CD,A,4241236,fuzzySWHighMatch1,ituri,Plague_kills_scores_in_Democratic_Republic_of_Congo
Orientale,2.5,27.0,CD,A,6828888,fuzzySWHighMatch1,orientale,Plague_kills_scores_in_Democratic_Republic_of_Congo
Congo,-7.79578,-36.63487,BR,A,4692,fuzzySWHighMatch1,congo,Plague_kills_scores_in_Democratic_Republic_of_Congo
Kinshasa,-4.32758,15.31357,CD,P,7785965,fuzzySWHighMatch1,kinshasa,Plague_kills_scores_in_Democratic_Republic_of_Congo
Kenya,1.0,38.0,KE,A,51393010,fuzzySWHighMatch1,kenya,Poisoned_liquor_kills_17_in_Kenyan_slum
Nairobi,-1.28333,36.83333,KE,A,3138369,fuzzySWHighMatch1,nairobi,Poisoned_liquor_kills_17_in_Kenyan_slum
Kibera,0.65,28.76667,CD,P,0,fuzzySWHighMatch1,kibera,Poisoned_liquor_kills_17_in_Kenyan_slum
Burkina Faso,12.5,-1.66667,BF,A,19751535,fuzzySWHighMatch1,burkina faso,Polio_vaccination_campaign_targets_85_million_African_children
Cameroon,6.0,12.5,CM,A,25216237,fuzzySWHighMatch1,cameroon,Polio_vaccination_campaign_targets_85_million_African_children
Chad,15.0,19.0,TD,A,15477751,fuzzySWHighMatch2,chad,Polio_vaccination_campaign_targets_85_million_African_children
Guinea,10.83333,-10.66667,GN,A,12414318,fuzzySWHighMatch1,guinea,Polio_vaccination_campaign_targets_85_million_African_children
Liberia,6.5,-9.5,LR,A,4818977,fuzzySWHighMatch1,liberia,Polio_vaccination_campaign_targets_85_million_African_children
Mali,18.0,-2.0,ML,A,19077690,fuzzySWHighMatch2,mali,Polio_vaccination_campaign_targets_85_million_African_children
Mauritania,20.25,-10.5,MR,A,4403319,fuzzySWHighMatch1,mauritania,Polio_vaccination_campaign_targets_85_million_African_children
Senegal,14.5,-14.25,SN,A,15854360,fuzzySWHighMatch1,senegal,Polio_vaccination_campaign_targets_85_million_African_children
Sierra Leone,8.5,-11.5,SL,A,7650154,fuzzySWHighMatch1,sierra leone,Polio_vaccination_campaign_targets_85_million_African_children
Benin,9.5,2.25,BJ,A,11485048,fuzzySWHighMatch1,benin,Polio_vaccination_campaign_targets_85_million_African_children
Central African Republic,7.0,21.0,CF,A,4666377,fuzzySWHighMatch1,central african republic,Polio_vaccination_campaign_targets_85_million_African_children
Ghana,8.1,-1.2,GH,A,29767108,fuzzySWHighMatch1,ghana,Polio_vaccination_campaign_targets_85_million_African_children
Guinea-Bissau,12.0,-15.0,GW,A,1874309,fuzzySWHighMatch1,guinea-bissau,Polio_vaccination_campaign_targets_85_million_African_children
Niger,18.0,9.0,NE,A,22442948,fuzzySWHighMatch1,niger,Polio_vaccination_campaign_targets_85_million_African_children
Nigeria,10.0,8.0,NG,A,195874740,fuzzySWHighMatch1,nigeria,Polio_vaccination_campaign_targets_85_million_African_children
Togo,8.66667,1.08333,TG,A,7889094,fuzzySWHighMatch2,togo,Polio_vaccination_campaign_targets_85_million_African_children
Ivory Coast,8.0,-5.5,CI,A,25069229,resolvedByAliace,Côte d'Ivoire,Polio_vaccination_campaign_targets_85_million_African_children
Rome,41.96667,12.66667,IT,A,4342212,fuzzySWHighMatch2,rome,Pope_to_leave_hospital
Sweden,62.0,15.0,SE,A,10183175,fuzzySWHighMatch1,sweden,Possible_first_case_of_mad_cow_disease_in_Sweden
Västerås,59.61617,16.55276,SE,P,117746,fuzzySWHighMatch1,västerås,Possible_first_case_of_mad_cow_disease_in_Sweden
Stockholm,59.5,18.0,SE,A,2127006,fuzzySWHighMatch1,stockholm,Possible_first_case_of_mad_cow_disease_in_Sweden
United Kingdom,54.75844,-2.69531,GB,A,66488991,fuzzySWHighMatch1,united kingdom,Possible_first_case_of_mad_cow_disease_in_Sweden
United Kingdom,54.75844,-2.69531,GB,A,66488991,resolvedByAliace,Uk,Possible_first_case_of_mad_cow_disease_in_Sweden
United States,39.76,-98.5,US,A,327167434,fuzzySWHighMatch1,united states,"Post-probe,_problematic_peanut_paste_products_pulled"
Blakely,41.48091,-75.59463,US,P,6334,fuzzySWHighMatch1,blakely,"Post-probe,_problematic_peanut_paste_products_pulled"
Georgia,32.75042,-83.50018,US,A,8975842,fuzzySWHighMatch1,georgia,"Post-probe,_problematic_peanut_paste_products_pulled"
Roanoke,37.27097,-79.94143,US,P,99897,fuzzySWHighMatch1,roanoke,"Post-probe,_problematic_peanut_paste_products_pulled"
Virginia,37.54812,-77.44675,US,A,7642884,fuzzySWHighMatch1,virginia,"Post-probe,_problematic_peanut_paste_products_pulled"
United States,39.76,-98.5,US,A,327167434,resolvedByAliace,Usa,"Post-probe,_problematic_peanut_paste_products_pulled"
Queensland,-20.0,145.0,AU,A,5052800,fuzzySWHighMatch1,queensland,Queensland_mops_up_after_Cyclone_Larry%27s_billion_dollar_devastation
Innisfail,-17.52209,146.03102,AU,P,1241,fuzzySWHighMatch1,innisfail,Queensland_mops_up_after_Cyclone_Larry%27s_billion_dollar_devastation
Cairns,-16.90268,145.75287,AU,A,168618,fuzzySWHighMatch1,cairns,Queensland_mops_up_after_Cyclone_Larry%27s_billion_dollar_devastation
Australia,-25.0,135.0,AU,A,24992369,fuzzySWHighMatch1,australia,Queensland_mops_up_after_Cyclone_Larry%27s_billion_dollar_devastation
Brisbane,-27.46794,153.02809,AU,P,2189878,fuzzySWHighMatch1,brisbane,Queensland_mops_up_after_Cyclone_Larry%27s_billion_dollar_devastation
Townsville,-19.26639,146.80569,AU,P,196219,fuzzySWHighMatch1,townsville,Queensland_mops_up_after_Cyclone_Larry%27s_billion_dollar_devastation
China,35.0,105.0,CN,A,1411778724,fuzzySWHighMatch1,china,Recall_of_Thomas_the_Tank_Engine_toys_due_to_lead-paint_fears
Oak Brook,41.83281,-87.92895,US,P,8091,fuzzySWHighMatch2,oak brook,Recall_of_Thomas_the_Tank_Engine_toys_due_to_lead-paint_fears
Illinois,40.00032,-89.25037,US,A,12772888,fuzzySWHighMatch1,illinois,Recall_of_Thomas_the_Tank_Engine_toys_due_to_lead-paint_fears
United Kingdom,54.75844,-2.69531,GB,A,66488991,fuzzySWHighMatch1,united kingdom,Recall_of_Thomas_the_Tank_Engine_toys_due_to_lead-paint_fears
United States,39.76,-98.5,US,A,327167434,fuzzySWHighMatch1,united states,Recall_of_Thomas_the_Tank_Engine_toys_due_to_lead-paint_fears
Dongguan,23.01797,113.74866,CN,P,9644871,fuzzySWHighMatch1,dongguan,Recall_of_Thomas_the_Tank_Engine_toys_due_to_lead-paint_fears
United Kingdom,54.75844,-2.69531,GB,A,66488991,resolvedByAliace,Uk,Recall_of_Thomas_the_Tank_Engine_toys_due_to_lead-paint_fears
United States,39.76,-98.5,US,A,327167434,fuzzySWHighMatch1,united states,Recent_American_E._coli_outbreak_linked_to_cattle
Canada,60.10867,-113.64258,CA,A,37058856,fuzzySWHighMatch1,canada,Recent_American_E._coli_outbreak_linked_to_cattle
California,37.25022,-119.75126,US,A,39512223,fuzzySWHighMatch1,california,Recent_American_E._coli_outbreak_linked_to_cattle
Nepal,28.0,84.0,NP,A,28087871,fuzzySWHighMatch1,nepal,"Ritual_sacrifice_in_Nepal_sees_320,000_animals_slaughtered_to_Hindu_goddess"
Bariyarpur,26.9382,85.35177,NP,P,0,fuzzySWHighMatch1,bariyarpur,"Ritual_sacrifice_in_Nepal_sees_320,000_animals_slaughtered_to_Hindu_goddess"
India,22.0,79.0,IN,A,1352617328,fuzzySWHighMatch1,india,"Ritual_sacrifice_in_Nepal_sees_320,000_animals_slaughtered_to_Hindu_goddess"
United States,39.76,-98.5,US,A,327167434,fuzzySWHighMatch1,united states,Salmonella_outbreak_sickens_over_one_thousand_in_United_States
Canada,60.10867,-113.64258,CA,A,37058856,fuzzySWHighMatch1,canada,Salmonella_outbreak_sickens_over_one_thousand_in_United_States
Texas,31.25044,-99.25061,US,A,22875689,fuzzySWHighMatch1,texas,Salmonella_outbreak_sickens_over_one_thousand_in_United_States
New Mexico,34.50034,-106.00085,US,A,1912684,fuzzySWHighMatch1,new mexico,Salmonella_outbreak_sickens_over_one_thousand_in_United_States
Illinois,40.00032,-89.25037,US,A,12772888,fuzzySWHighMatch1,illinois,Salmonella_outbreak_sickens_over_one_thousand_in_United_States
Mecca,33.57219,-116.0782,US,P,8577,fuzzySWHighMatch1,mecca,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
India,22.0,79.0,IN,A,1352617328,fuzzySWHighMatch1,india,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Sudan,16.0,30.0,SD,A,41801533,fuzzySWHighMatch1,sudan,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Morocco,28.5,-10.0,MA,A,36029138,fuzzySWHighMatch1,morocco,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Nigeria,10.0,8.0,NG,A,195874740,fuzzySWHighMatch1,nigeria,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Medina,24.46861,39.61417,SA,P,1300000,fuzzySWHighMatch1,medina,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Egypt,27.0,30.0,EG,A,98423595,fuzzySWHighMatch1,egypt,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Cairo,30.06263,31.24967,EG,P,9606916,fuzzySWHighMatch1,cairo,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Saudi Arabia,25.0,45.0,SA,A,33699947,fuzzySWHighMatch1,saudi arabia,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Iran,32.0,53.0,IR,A,81800269,fuzzySWHighMatch2,iran,Saudi_Arabia_fears_Hajj_swine_flu_outbreak_as_four_pilgrims_die
Buckinghamshire,51.75,-0.75,GB,A,534720,fuzzySWHighMatch1,buckinghamshire,"School_closed_after_five-year-old_boy_dies_from_suspected_swine_flu_in_Buckinghamshire,_England"
England,52.16045,-0.70312,GB,A,56286961,fuzzySWHighMatch1,england,"School_closed_after_five-year-old_boy_dies_from_suspected_swine_flu_in_Buckinghamshire,_England"
Milton Keynes,52.08333,-0.75,GB,A,264479,fuzzySWHighMatch1,milton keynes,"School_closed_after_five-year-old_boy_dies_from_suspected_swine_flu_in_Buckinghamshire,_England"
London,51.50853,-0.12574,GB,P,8961989,fuzzySWHighMatch1,london,Scottish_Ebola_nurse_Pauline_Cafferkey_%27critically_ill%27_says_Royal_Free_Hospital
Sierra Leone,8.5,-11.5,SL,A,7650154,fuzzySWHighMatch1,sierra leone,Scottish_Ebola_nurse_Pauline_Cafferkey_%27critically_ill%27_says_Royal_Free_Hospital
Glasgow,55.86515,-4.25763,GB,P,591620,fuzzySWHighMatch1,glasgow,Scottish_Ebola_nurse_Pauline_Cafferkey_%27critically_ill%27_says_Royal_Free_Hospital
China,35.0,105.0,CN,A,1411778724,fuzzySWHighMatch1,china,Second_H5N1_infection_reported_in_China
Jiangsu,33.0,119.83333,CN,A,76770000,fuzzySWHighMatch1,jiangsu,Second_H5N1_infection_reported_in_China
Zimbabwe,-19.0,29.75,ZW,A,14439018,fuzzySWHighMatch1,zimbabwe,Sharp_increase_in_number_of_Zimbabwean_cholera_deaths
Harare,-17.85417,31.05833,ZW,A,1606000,fuzzySWHighMatch1,harare,Sharp_increase_in_number_of_Zimbabwean_cholera_deaths
Beitbridge,-22.21667,30.0,ZW,P,26459,fuzzySWHighMatch1,beitbridge,Sharp_increase_in_number_of_Zimbabwean_cholera_deaths
South Africa,-29.0,24.0,ZA,A,57779622,fuzzySWHighMatch1,south africa,Sharp_increase_in_number_of_Zimbabwean_cholera_deaths
United Kingdom,54.75844,-2.69531,GB,A,66488991,fuzzySWHighMatch1,united kingdom,Sharp_increase_in_number_of_Zimbabwean_cholera_deaths
Philippines,13.40882,122.56155,PH,A,106651922,fuzzySWHighMatch1,philippines,Six_H1N1_cases_appear_in_the_Philippines
United States,39.76,-98.5,US,A,327167434,fuzzySWHighMatch1,united states,Six_H1N1_cases_appear_in_the_Philippines
South Sudan,7.5,30.0,SS,A,8260490,fuzzySWHighMatch1,south sudan,Six_aid_workers_dead_in_ambush_in_South_Sudan
Juba,4.85871,31.59162,SS,A,492970,fuzzySWHighMatch2,juba,Six_aid_workers_dead_in_ambush_in_South_Sudan
Australia,-25.0,135.0,AU,A,24992369,fuzzySWHighMatch1,australia,Sizzler_salad_bars_shut_after_rat_poison_found_in_food
Brisbane,-27.46794,153.02809,AU,P,2189878,fuzzySWHighMatch1,brisbane,Sizzler_salad_bars_shut_after_rat_poison_found_in_food
Surrey,51.25,-0.33333,GB,A,1176549,fuzzySWHighMatch1,surrey,Source_of_UK_foot-and-mouth_outbreak_discovered
United Kingdom,54.75844,-2.69531,GB,A,66488991,resolvedByAliace,Uk,Source_of_UK_foot-and-mouth_outbreak_discovered
Delmas,18.55514,-72.29803,HT,A,395260,fuzzySWHighMatch1,delmas,South_African_typhoid_outbreak_protest_dispersed_with_rubber_bullets
South Africa,-29.0,24.0,ZA,A,57779622,fuzzySWHighMatch1,south africa,South_African_typhoid_outbreak_protest_dispersed_with_rubber_bullets
Johannesburg,-26.20227,28.04363,ZA,P,2026469,fuzzySWHighMatch1,johannesburg,South_African_typhoid_outbreak_protest_dispersed_with_rubber_bullets
United States,39.76,-98.5,US,A,327167434,fuzzySWHighMatch1,united states,South_Korean_police_clamp_down_on_protests_against_US_beef
Pakistan,30.0,70.0,PK,A,212215030,fuzzySWHighMatch1,pakistan,"Spreading_floods_in_Pakistan_worsen,_at_least_1600_dead"
Khyber Pakhtunkhwa,33.98306,71.68611,PK,A,22000000,fuzzySWHighMatch1,khyber pakhtunkhwa,"Spreading_floods_in_Pakistan_worsen,_at_least_1600_dead"
Punjab,30.85,72.31667,PK,A,85579866,fuzzySWHighMatch1,punjab,"Spreading_floods_in_Pakistan_worsen,_at_least_1600_dead"
Sindh,26.13333,68.76667,PK,A,35992288,fuzzySWHighMatch1,sindh,"Spreading_floods_in_Pakistan_worsen,_at_least_1600_dead"
Kalam,24.4541,89.17287,BD,A,0,fuzzySWHighMatch1,kalam,"Spreading_floods_in_Pakistan_worsen,_at_least_1600_dead"
Malaysia,2.5,112.5,MY,A,31528585,fuzzySWHighMatch1,malaysia,"Spreading_floods_in_Pakistan_worsen,_at_least_1600_dead"
United Kingdom,54.75844,-2.69531,GB,A,66488991,resolvedByAliace,Uk,"Spreading_floods_in_Pakistan_worsen,_at_least_1600_dead"
New York,43.00035,-75.4999,US,A,19274244,fuzzySWHighMatch2,new york,State_of_emergency_declared_in_New_York_over_H1N1_swine_flu_virus
United States,39.76,-98.5,US,A,327167434,resolvedByAliace,Us,State_of_emergency_declared_in_New_York_over_H1N1_swine_flu_virus
Kinshasa,-4.32758,15.31357,CD,P,7785965,fuzzySWHighMatch1,kinshasa,Study_estimates_first_human_HIV_infection_100_years_ago
